,Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO_code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Event_date_dt
337303,20137285,2013-06-19,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,33673009,5,L'Essor,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
337306,20137288,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,33673254,2,Euronews,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
337307,20137289,2013-06-19,Other Authorities / Officials (Turkey),Government,Turkey,Use tactics of violent repression,175,-9.0,Activist (Turkey),"Nongovernmental Organization (International),Human Rights NGOs,Human Rights IGOs,Nongovernmental Organizations / Activists",Turkey,33673254,4,Euronews,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-19
337390,20137374,2013-06-19,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Criticize or denounce,111,-2.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,33677738,1,L'Expression,,,,Turkey,39.9167,32.8333,2013-06-19
337391,20137373,2013-06-19,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Criticize or denounce,111,-2.0,Looter (Turkey),"Criminals / Gangs,Dissident",Turkey,33677738,1,L'Expression,,,,Turkey,39.9167,32.8333,2013-06-19
337392,20137377,2013-06-19,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Defy norms, law",128,-5.0,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,33677738,2,L'Expression,,,,Turkey,39.9167,32.8333,2013-06-19
337393,20137376,2013-06-19,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Criticize or denounce,111,-2.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,33677738,5,L'Expression,,,,Turkey,39.9167,32.8333,2013-06-19
337394,20137375,2013-06-19,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Criticize or denounce,111,-2.0,Looter (Turkey),"Criminals / Gangs,Dissident",Turkey,33677738,5,L'Expression,,,,Turkey,39.9167,32.8333,2013-06-19
337468,20139428,2013-06-20,Media Personnel (Turkey),"Media,Social",Turkey,Praise or endorse,51,3.4,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27249122,3,The New York Times,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-20
337587,20139606,2013-06-20,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Engage in negotiation,46,7.0,Turkey,,Turkey,27250447,1,Dow Jones News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337588,20139605,2013-06-20,Turkey,,Turkey,Engage in negotiation,46,7.0,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,27250447,1,Dow Jones News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337589,20139604,2013-06-20,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Express intent to meet or negotiate,36,4.0,Turkey,,Turkey,27250447,2,Dow Jones News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337590,20139603,2013-06-20,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Make statement,10,0.0,Germany,,Germany,27250447,6,Dow Jones News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337600,20139634,2013-06-20,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Engage in negotiation,46,7.0,Turkey,,Turkey,27250501,1,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337601,20139635,2013-06-20,Turkey,,Turkey,Engage in negotiation,46,7.0,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,27250501,1,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337613,20139652,2013-06-20,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Engage in negotiation,46,7.0,Turkey,,Turkey,27250523,1,Dow Jones News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337614,20139651,2013-06-20,Turkey,,Turkey,Engage in negotiation,46,7.0,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,27250523,1,Dow Jones News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337615,20139650,2013-06-20,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Express intent to meet or negotiate,36,4.0,Turkey,,Turkey,27250523,2,Dow Jones News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337616,20139649,2013-06-20,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Make statement,10,0.0,Germany,,Germany,27250523,6,Dow Jones News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337624,20139660,2013-06-20,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Military Personnel - Special (Turkey),"Government,Military",Turkey,27250540,2,EFE News Service,Izmir,,Izmir,Turkey,38.4127,27.1384,2013-06-20
337625,20139661,2013-06-20,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27250540,5,EFE News Service,Baris,,Kahramanmaras,Turkey,38.0038,37.336,2013-06-20
337728,20139798,2013-06-20,Besir Atalay,"Executive,Government,Executive Office",Turkey,Make statement,10,0.0,Government (Turkey),Government,Turkey,27250875,5,BBC Monitoring European,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-20
337780,20139862,2013-06-20,Turkey,,Turkey,Engage in diplomatic cooperation,50,3.5,Iran,,Iran,27250979,4,BBC Monitoring Central Asia,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337781,20139861,2013-06-20,Head of Government (United Kingdom),"Executive Office,Government,Executive",United Kingdom,Make an appeal or request,20,3.0,Military (Syria),"Government,Military",Syria,27250979,6,BBC Monitoring Central Asia,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337795,20139880,2013-06-20,Turkey,,Turkey,Make statement,10,0.0,Angela Merkel,"(National) Major Party,Parties,Executive,Executive Office,Ideological,Government,International Religious,Protestant,Center Right,Elite",Germany,27251033,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337796,20139881,2013-06-20,Government (Turkey),Government,Turkey,Make statement,10,0.0,Angela Merkel,"(National) Major Party,Parties,Executive,Executive Office,Ideological,Government,International Religious,Protestant,Center Right,Elite",Germany,27251033,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337797,20139882,2013-06-20,Turkey,,Turkey,Consult,40,1.0,High Ranking Military Personnel (Turkey),"Government,Military",Turkey,27251035,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337798,20139884,2013-06-20,High Ranking Military Personnel (Turkey),"Government,Military",Turkey,Consult,40,1.0,Turkey,,Turkey,27251035,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
337868,20139965,2013-06-20,Government (Turkey),Government,Turkey,Make an appeal or request,20,3.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27251270,5,BBC Monitoring European,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-20
337987,20140095,2013-06-20,Hannes Swoboda,"Ideological,Center Left,(National) Major Party,Parties",Austria,Criticize or denounce,111,-2.0,Justice and Development Party,"Ideological,Center Right,Parties,(National) Major Party",Turkey,27251504,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-06-20
338052,20140162,2013-06-20,Hannes Swoboda,"Ideological,Center Left,(National) Major Party,Parties",Austria,Criticize or denounce,111,-2.0,Justice and Development Party,"Ideological,Center Right,Parties,(National) Major Party",Turkey,27251687,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-06-20
338054,20140164,2013-06-20,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27251688,2,BBC Monitoring European,Taksim Square,,Istanbul,Turkey,41.0369,28.9858,2013-06-20
338055,20140166,2013-06-20,Women (Turkey),"Social,General Population / Civilian / Social",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27251688,5,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338056,20140165,2013-06-20,Men (Turkey),"Social,General Population / Civilian / Social",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27251688,5,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338057,20140167,2013-06-20,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27251688,6,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338086,20140201,2013-06-20,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Consult,40,1.0,Abdullah Gül,"Executive,Government,Executive Office,Elite",Turkey,27251760,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338087,20140200,2013-06-20,Abdullah Gül,"Executive,Government,Executive Office,Elite",Turkey,Consult,40,1.0,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27251760,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338088,20140199,2013-06-20,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Express intent to meet or negotiate,36,4.0,Abdullah Gül,"Executive,Government,Executive Office,Elite",Turkey,27251760,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338115,20140236,2013-06-20,Muammer Güler,"Executive,Government,Interior / Home Ministry",Turkey,Make statement,10,0.0,Ministry (Turkey),Government,Turkey,27251813,6,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-20
338201,20140331,2013-06-20,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27251958,3,Cape Times,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338202,20140330,2013-06-20,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27251958,3,Cape Times,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338343,20140485,2013-06-20,Turkey,,Turkey,Make statement,10,0.0,Media (Turkey),"Media,Social",Turkey,27252424,3,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338344,20140486,2013-06-20,Government (Turkey),Government,Turkey,Make statement,10,0.0,Media (Turkey),"Media,Social",Turkey,27252424,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338531,20140688,2013-06-20,United Nations,"International Government Organization,Global,Global Diplomatic IGOs",,Demand,100,-5.0,Government (Turkey),Government,Turkey,27252777,4,BBC Monitoring Caucasus,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-20
338614,20140787,2013-06-20,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27252964,1,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338615,20140788,2013-06-20,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27252964,1,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338616,20140785,2013-06-20,Anatolian Agency,"Executive,Information / Communication / Transparency Ministry,State Media,Government",Turkey,Make statement,10,0.0,Police (Turkey),"Government,Police",Turkey,27252964,2,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338617,20140786,2013-06-20,Anatolian Agency,"Executive,Information / Communication / Transparency Ministry,State Media,Government",Turkey,Make statement,10,0.0,Criminal (Turkey),"Criminals / Gangs,Dissident",Turkey,27252964,3,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338618,20140789,2013-06-20,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27252964,6,Associated Press Newswires,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338871,20141053,2013-06-20,European Union,"International Government Organization,Regional Diplomatic IGOs,Regional",,Criticize or denounce,111,-2.0,Turkey,,Turkey,27253576,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-06-20
338888,20141070,2013-06-20,Ministry (Turkey),Government,Turkey,Accuse,112,-2.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27253648,2,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
338889,20141071,2013-06-20,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27253649,4,BBC Monitoring European,Eskibaglar,,Erzincan,Turkey,39.5613,39.0213,2013-06-20
338890,20141072,2013-06-20,Member of the Judiciary (Turkey),"Government,Judicial",Turkey,"Return, release person(s)",841,7.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27253650,3,BBC Monitoring European,,,Bingoel,Turkey,39.0833,40.8333,2013-06-20
338891,20141074,2013-06-20,Lawyer/Attorney (Turkey),"Social,Legal",Turkey,Demand,100,-5.0,Member of the Judiciary (Turkey),"Government,Judicial",Turkey,27253650,5,BBC Monitoring European,,,Bingoel,Turkey,39.0833,40.8333,2013-06-20
338892,20141073,2013-06-20,Lawyer/Attorney (Turkey),"Social,Legal",Turkey,Investigate,90,-2.0,Military (Turkey),"Government,Military",Turkey,27253650,5,BBC Monitoring European,,,Bingoel,Turkey,39.0833,40.8333,2013-06-20
338912,20141096,2013-06-20,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Criticize or denounce,111,-2.0,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27253690,4,The Washington Post,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-20
338923,20141110,2013-06-20,Military Personnel (Turkey),"Government,Military",Turkey,Make statement,10,0.0,Turkey,,Turkey,27253728,3,BBC Monitoring European,Eskisehir,,Eskisehir,Turkey,39.7767,30.5206,2013-06-20
338924,20141111,2013-06-20,Turkish Air Force,"Government,Military,Air Force",Turkey,Make statement,10,0.0,North Atlantic Treaty Organization,"International Government Organization,Global,Global Defense / Security IGOs",,27253728,4,BBC Monitoring European,Eskisehir,,Eskisehir,Turkey,39.7767,30.5206,2013-06-20
338948,20141136,2013-06-20,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,27253765,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-06-20
339108,20141303,2013-06-20,Immigrants (Romania),"General Population / Civilian / Social,Social",Romania,Praise or endorse,51,3.4,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,27254076,1,Deutsche Welle,Gezi Park,,Istanbul,Turkey,41.0385,28.9869,2013-06-20
339109,20141305,2013-06-20,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,Demonstrate or rally,141,-6.5,Police (Turkey),"Government,Police",Turkey,27254076,4,Deutsche Welle,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-20
339342,20141562,2013-06-20,Police (Turkey),"Government,Police",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27255628,3,Thai News Service,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-20
339343,20141559,2013-06-20,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,"Protest violently, riot",145,-7.5,Police (Turkey),"Government,Police",Turkey,27255628,3,Thai News Service,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-20
339344,20141557,2013-06-20,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Make statement,10,0.0,Police (Turkey),"Government,Police",Turkey,27255628,4,Thai News Service,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-06-20
339345,20141558,2013-06-20,Recep Tayyip Erdoğan,"Ideological,Executive,International Religious,Government,Executive Office,Elite,Center Right,Parties,Sunni,(National) Major Party",Turkey,Accuse,112,-2.0,Protester (Turkey),"Protestors / Popular Opposition / Mobs,Dissident",Turkey,27255628,5,Thai News Service,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-06-20
339346,20141560,2013-06-20,Police (Turkey),"Government,Police",Turkey,Confiscate property,1711,-9.2,Turkey,,Turkey,27255628,6,Thai News Service,,,,Turkey,39.9167,32.8333,2013-06-20
339347,20141561,2013-06-20,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,27255628,6,Thai News Service,,,,Turkey,39.9167,32.8333,2013-06-20
